EncID,PhotoFile,Ycoord,Xcoord,Date,Time,AgeCat,IndID,Distance
274,z20170803_130425_0062a.JPG,-25.6918,29.0576,2017-08-03,13:03:00,Ad,145,62
275,z20170803_131548_0064a.JPG,-25.6803,29.0488,2017-08-03,13:14:00,Ad,146,57
276,z20170803_131629_0068a.JPG,-25.6803,29.0488,2017-08-03,13:15:37,Jv,147,132
277,z20170803_131643_0070a.JPG,-25.6803,29.0488,2017-08-03,13:15:51,Ad,120,132
278,z20170803_131643_0070b.JPG,-25.6803,29.0488,2017-08-03,13:15:51,Jv,147,132
279,z20170803_131643_0070c.JPG,-25.6803,29.0488,2017-08-03,13:15:51,Ad,148,132
280,z20170803_131643_0070d.JPG,-25.6803,29.0488,2017-08-03,13:15:51,Ad,149,132
281,z20170803_131658_0071a.JPG,-25.6803,29.0488,2017-08-03,13:16:06,Ad,120,132
282,z20170803_131729_0072a.JPG,-25.6803,29.0487,2017-08-03,13:16:37,Jv,150,132
283,z20170803_131729_0072b.JPG,-25.6803,29.0487,2017-08-03,13:16:37,Ad,151,132
284,z20170803_131735_0073a.JPG,-25.6803,29.0487,2017-08-03,13:16:43,Ad,152,132
285,z20170803_131735_0073b.JPG,-25.6803,29.0487,2017-08-03,13:16:43,Ad,146,132
286,z20170803_131735_0073c.JPG,-25.6803,29.0487,2017-08-03,13:16:43,Jv,150,132
287,z20170803_131800_0074a.JPG,-25.6803,29.0487,2017-08-03,13:17:08,Ad,151,132
288,z20170803_131819_0075a.JPG,-25.6803,29.0487,2017-08-03,13:17:27,Ad,153,132
289,z20170803_132148_0077a.JPG,-25.6798,29.0474,2017-08-03,13:20:56,Ad,154,159
290,z20170803_132148_0077b.JPG,-25.6798,29.0474,2017-08-03,13:20:56,Ad,155,159
291,z20170803_132243_0079a.JPG,-25.6798,29.0474,2017-08-03,13:21:51,Jv,156,159
292,z20170803_133259_0087a.JPG,-25.6800,29.0415,2017-08-03,13:32:07,Ad,157,63
293,z20170803_133301_0088a.JPG,-25.6800,29.0415,2017-08-03,13:32:09,Ad,158,63
294,z20170803_134227_0089a.JPG,-25.6772,29.0367,2017-08-03,13:41:48,Ad,159,42
295,z20170803_134240_0090a.JPG,-25.6772,29.0367,2017-08-03,13:41:48,Jv,160,42
296,z20170803_134253_0091a.JPG,-25.6772,29.0367,2017-08-03,13:42:01,Ad,159,42
297,z20170803_134355_0093a.JPG,-25.6768,29.0360,2017-08-03,13:43:03,Ad,159,42
298,z20170803_134357_0094a.JPG,-25.6768,29.0360,2017-08-03,13:43:05,Ad,161,42
299,z20170803_134358_0095a.JPG,-25.6768,29.0360,2017-08-03,13:43:05,Jv,160,42
300,z20170803_134359_0096a.JPG,-25.6768,29.0360,2017-08-03,13:43:07,Ad,159,42
301,z20170803_134404_0097a.JPG,-25.6768,29.0360,2017-08-03,13:43:12,Ad,162,42
302,z20170803_134548_0102a.JPG,-25.6766,29.0358,2017-08-03,13:44:55,Ad,163,42
303,z20170803_135416_0114a.JPG,-25.6707,29.0252,2017-08-03,13:53:25,Ad,72,175
304,z20170803_140638_0124a.JPG,-25.6660,29.0189,2017-08-03,14:05:46,Ad,164,46
305,z20170803_140731_0125a.JPG,-25.6660,29.0189,2017-08-03,14:06:39,Ad,133,46
306,z20170803_140934_0128a.JPG,-25.6651,29.0179,2017-08-03,14:08:42,Ad,89,39
307,z20170803_141030_0131a.JPG,-25.6650,29.0177,2017-08-03,14:09:38,Ad,89,39
308,z20170803_141030_0131b.JPG,-25.6650,29.0177,2017-08-03,14:09:38,Ad,90,39
309,z20170803_141257_0132a.JPG,-25.6628,29.0162,2017-08-03,14:12:05,Jv,165,108
310,z20170803_141309_0135a.JPG,-25.6628,29.0162,2017-08-03,14:12:17,Ad,166,108
311,z20170803_141327_0138a.JPG,-25.6628,29.0162,2017-08-03,14:12:35,Ad,125,108
312,z20170803_141327_0138b.JPG,-25.6628,29.0162,2017-08-03,14:12:35,Jv,167,108
313,z20170803_141359_0140a.JPG,-25.6628,29.0162,2017-08-03,14:13:07,Ad,123,108
314,z20170803_141429_0141a.JPG,-25.6628,29.0162,2017-08-03,14:13:37,Ad,168,149
315,z20170803_141441_0144a.JPG,-25.6628,29.0162,2017-08-03,14:13:49,Ad,168,149
316,z20170803_141527_0145a.JPG,-25.6624,29.0161,2017-08-03,14:14:35,Ad,123,149
317,z20170803_141612_0147a.JPG,-25.6618,29.0159,2017-08-03,14:15:21,Ad,80,149
318,z20170803_141737_0150a.JPG,-25.6615,29.0159,2017-08-03,14:16:45,Ad,82,149
319,z20170803_141737_0150b.JPG,-25.6615,29.0159,2017-08-03,14:16:45,Ad,86,149
320,z20170803_141807_0152a.JPG,-25.6615,29.0159,2017-08-03,14:17:16,Ad,182,149
321,z20170803_142219_0154a.JPG,-25.6585,29.0147,2017-08-03,12:21:28,Ad,128,49
322,z20170803_142247_0155a.JPG,-25.6587,29.0142,2017-08-03,14:21:55,Ad,130,49
323,z20170803_142311_0156a.JPG,-25.6587,29.0141,2017-08-03,14:22:19,Ad,128,49
324,z20170803_142325_0157a.JPG,-25.6587,29.0141,2017-08-03,14:22:33,Ad,130,49
325,z20170803_142335_0158a.JPG,-25.6587,29.0141,2017-08-03,14:22:43,Ad,128,49
326,z20170803_142515_0159a.JPG,-25.6593,29.0121,2017-08-03,14:24:23,Ad,169,103
327,z20170803_143424_0168a.JPG,-25.6653,29.0069,2017-08-03,14:33:32,Ad,170,94
328,z20170803_143757_0171a.JPG,-25.6662,29.0063,2017-08-03,14:37:05,Ad,171,154
329,z20170803_143807_0173b.JPG,-25.6662,29.0063,2017-08-03,14:37:15,Ad,172,154
330,z20170803_145945_0181a.JPG,-25.6746,29.0090,2017-08-03,14:58:53,Ad,92,0
331,z20170803_145956_0182a.JPG,-25.6746,29.0090,2017-08-03,14:59:04,Jv,173,0
332,z20170803_150013_0183a.JPG,-25.6745,29.0090,2017-08-03,14:59:21,Jv,174,0
333,z20170803_150058_0184a.JPG,-25.6747,29.0091,2017-08-03,15:00:06,Ad,91,0
334,z20170803_150122_0186a.JPG,-25.6749,29.0092,2017-08-03,15:00:30,Ad,175,0
336,z20170803_152539_0195a.JPG,-25.7043,29.0012,2017-08-03,15:24:47,Ad,177,52
337,z20170803_152541_0196a.JPG,-25.7043,29.0012,2017-08-03,15:24:48,Ad,178,52
338,z20170803_152620_0197a.JPG,-25.7043,29.0017,2017-08-03,15:25:27,Ad,179,52
339,z20170803_152620_0197b.JPG,-25.7043,29.0017,2017-08-03,15:25:27,Ad,180,52
340,z20170803_152630_0198a.JPG,-25.7043,29.0017,2017-08-03,15:25:38,Ad,180,52
341,z20170803_152634_0199a.JPG,-25.7043,29.0017,2017-08-03,15:25:42,Ad,179,52
342,z20170803_152723_0201a.JPG,-25.7044,29.0020,2017-08-03,15:26:31,Ad,181,52
343,z20170803_152751_0202a.JPG,-25.7044,29.0020,2017-08-03,15:26:59,Ad,178,52
344,z20170803_152751_0202b.JPG,-25.7044,29.0020,2017-08-03,15:26:59,Ad,179,52
345,z20170803_153522_0205a.JPG,-25.7088,28.9955,2017-08-03,15:34:30,Ad,32,0
346,z20170803_153621_0210a.JPG,-25.7088,28.9955,2017-08-03,15:35:29,Ad,31,0
347,z20170804_072224_0001a.JPG,-25.7002,28.9466,2017-08-04,07:22:00,Jv,109,108
348,z20170804_072224_0001b.JPG,-25.7002,28.9466,2017-08-04,07:22:00,Jv,112,108
349,z20170804_072224_0001c.JPG,-25.7002,28.9466,2017-08-04,07:22:00,Ad,108,108
350,z20170804_072237_0002a.JPG,-25.7002,28.9466,2017-08-04,07:22:00,Ad,113,108
351,z20170804_072240_0003a.JPG,-25.7002,28.9466,2017-08-04,07:22:00,Ad,111,108
352,z20170804_072404_0006a.JPG,-25.7002,28.9466,2017-08-04,05:22:00,Ad,111,108
353,z20170804_072404_0006b.JPG,-25.7002,28.9466,2017-08-04,07:22:00,Ad,113,108
354,z20170804_083919_0016a.JPG,-25.6882,28.9455,2017-08-04,08:38:26,Ad,185,101
355,z20170804_084924_0035a.JPG,-25.6950,28.9424,2017-08-04,08:48:32,Ad,103,0
356,z20170804_084924_0035b.JPG,-25.6950,28.9424,2017-08-04,08:48:32,Jv,106,0
357,z20170804_085020_0037a.JPG,-25.6950,28.9424,2017-08-04,08:49:27,Ad,105,0
358,z20170804_085341_0038a.JPG,-25.6958,28.9418,2017-08-04,08:52:49,Ad,107,0
359,z20170804_092349_0048a.JPG,-25.7123,28.9516,2017-08-04,09:22:56,Ad,186,102
360,z20170804_114257_0104a.JPG,-25.6918,29.0602,2017-08-04,11:42:04,Ad,187,113
361,z20170804_114834_0106b.JPG,-25.6920,29.0550,2017-08-04,11:47:42,Ad,188,150
362,z20170804_115456_0110a.JPG,-25.6878,29.0563,2017-08-04,11:54:04,Ad,190,85
363,z20170804_115650_0111a.JPG,-25.6878,29.0563,2017-08-04,11:55:58,Ad,191,85
364,z20170804_115659_0114a.JPG,-25.6878,29.0563,2017-08-04,11:56:06,Ad,190,85
365,z20170804_115710_0115a.JPG,-25.6878,29.0563,2017-08-04,11:56:17,Ad,192,85
366,z20170804_121247_0124a.JPG,-25.6802,29.0486,2017-08-04,12:11:55,Ad,149,158
367,z20170804_122315_0136a.JPG,-25.6796,29.0465,2017-08-04,12:22:22,Ad,193,158
368,z20170804_122315_0136b.JPG,-25.6796,29.0465,2017-08-04,12:22:22,Ad,162,158
369,z20170804_122638_0140a.JPG,-25.6795,29.0462,2017-08-04,12:25:46,Jv,160,57
370,z20170804_122725_0146a.JPG,-25.6795,29.0462,2017-08-04,10:26:32,Ad,161,57
371,z20170804_122735_0147a.JPG,-25.6795,29.0462,2017-08-04,12:26:42,Jv,160,57
372,z20170804_123129_0149a.JPG,-25.6793,29.0456,2017-08-04,12:30:37,Jv,67,110
373,z20170804_123129_0149b.JPG,-25.6793,29.0456,2017-08-04,12:30:37,Ad,194,110
374,z20170804_123129_0149c.JPG,-25.6793,29.0456,2017-08-04,12:30:37,Ad,71,110
375,z20170804_123131_0150a.JPG,-25.6793,29.0456,2017-08-04,12:30:38,Ad,70,110
376,z20170804_123152_0153a.JPG,-25.6793,29.0455,2017-08-04,12:30:59,Ad,121,110
378,z20170804_131659_0166a.JPG,-25.6667,29.0195,2017-08-04,13:16:07,Ad,195,50
379,z20170804_132011_0170a.JPG,-25.6664,29.0194,2017-08-04,13:19:18,Ad,196,50
380,z20170804_132011_0170b.JPG,-25.6664,29.0194,2017-08-04,13:19:18,Ad,197,50
381,z20170804_132103_0173a.JPG,-25.6662,29.0191,2017-08-04,13:20:10,Ad,198,50
382,z20170804_132114_0174a.JPG,-25.6661,29.0189,2017-08-04,13:20:21,Ad,199,50
383,z20170804_132148_0176a.JPG,-25.6660,29.0190,2017-08-04,13:20:56,Ad,195,50
384,z20170804_132153_0177a.JPG,-25.6660,29.0190,2017-08-04,13:21:01,Ad,83,50
385,z20170804_132627_0183a.JPG,-25.6654,29.0183,2017-08-04,13:25:35,Ad,200,40
386,z20170804_132641_0186a.JPG,-25.6654,29.0183,2017-08-04,13:25:48,Ad,198,40
387,z20170804_132642_0187a.JPG,-25.6654,29.0183,2017-08-04,13:25:50,Ad,92,40
388,z20170804_132809_0188a.JPG,-25.6652,29.0180,2017-08-04,13:27:17,Ad,124,40
389,z20170804_133013_0189a.JPG,-25.6651,29.0179,2017-08-04,13:29:20,Ad,91,114
390,z20170804_133013_0189b.JPG,-25.6651,29.0179,2017-08-04,13:29:20,Ad,92,114
391,z20170804_133347_0192a.JPG,-25.6647,29.0175,2017-08-04,13:32:54,Ad,201,114
392,z20170804_133347_0192b.JPG,-25.6647,29.0175,2017-08-04,13:32:54,Ad,202,114
393,z20170804_135012_0205a.JPG,-25.6597,29.0106,2017-08-04,13:49:20,Ad,127,0
394,z20170804_135019_0206a.JPG,-25.6597,29.0106,2017-08-04,13:49:27,Ad,97,0
395,z20170804_135037_0207a.JPG,-25.6597,29.0106,2017-08-04,13:49:45,Ad,131,0
396,z20170804_135144_0208a.JPG,-25.6600,29.0098,2017-08-04,13:50:52,Ad,131,0
397,z20170804_135145_0209a.JPG,-25.6600,29.0098,2017-08-04,13:50:53,Ad,131,0
398,z20170804_135156_0212b.JPG,-25.6600,29.0098,2017-08-04,13:51:04,Ad,77,0
399,z20170804_135203_0213a.JPG,-25.6600,29.0098,2017-08-04,13:51:10,Ad,204,0
400,z20170804_135203_0213b.JPG,-25.6600,29.0098,2017-08-04,13:51:10,Ad,205,0
401,z20170804_135418_0214a.JPG,-25.6600,29.0098,2017-08-04,13:53:25,Ad,205,0
402,z20170804_135808_0216a.JPG,-25.6616,29.0084,2017-08-04,13:57:15,Ad,127,0
403,z20170804_135823_0217a.JPG,-25.6616,29.0084,2017-08-04,13:57:30,Ad,206,0
404,z20170804_135849_0218b.JPG,-25.6616,29.0084,2017-08-04,13:57:56,Ad,207,0
405,z20170804_140423_0220a.JPG,-25.6666,29.0061,2017-08-04,14:03:30,Ad,208,111
406,z20170804_141004_0221a.JPG,-25.6748,29.0092,2017-08-04,14:09:12,Ad,209,0
407,z20170804_141107_0222a.JPG,-25.6759,29.0099,2017-08-04,14:10:15,Ad,210,0
408,z20170804_141127_0225a.JPG,-25.6759,29.0099,2017-08-04,14:10:35,Jv,211,0
409,z20170804_141406_0228a.JPG,-25.6762,29.0101,2017-08-04,14:13:14,Ad,212,0
410,z20170804_141448_0229a.JPG,-25.6765,29.0102,2017-08-04,14:13:56,Ad,212,0
411,z20170804_143025_0230a.JPG,-25.6990,28.9919,2017-08-04,14:29:40,Ad,213,80
412,z20170804_143032_0232a.JPG,-25.6990,28.9919,2017-08-04,14:29:40,Ad,214,80
413,z20170804_143121_0233a.JPG,-25.6990,28.9920,2017-08-04,14:30:29,Jv,215,80
414,z20170804_143959_0235a.JPG,-25.7043,29.0008,2017-08-04,14:39:07,Ad,216,111
415,z20170804_144806_0236a.JPG,-25.7085,28.9979,2017-08-04,14:47:13,Ad,217,130
416,z20170804_144828_0237a.JPG,-25.7085,28.9979,2017-08-04,14:47:36,Ad,218,130
417,z20170804_144830_0238a.JPG,-25.7085,28.9979,2017-08-04,14:47:38,Ad,217,130
418,z20170804_145200_0239a.JPG,-25.7087,28.9958,2017-08-04,14:51:08,Ad,219,0
419,z20170804_145310_0240a.JPG,-25.7088,28.9954,2017-08-04,14:52:18,Ad,220,0
420,z20170804_145310_0240b.JPG,-25.7088,28.9954,2017-08-04,14:52:18,Ad,219,0
421,z20170804_145328_0241a.JPG,-25.7089,28.9952,2017-08-04,14:52:35,Ad,221,0
422,z20170804_145335_0242a.JPG,-25.7090,28.9952,2017-08-04,14:52:42,Ad,222,0
423,z20170804_145341_0243a.JPG,-25.7090,28.9951,2017-08-04,14:52:49,Ad,223,0
424,z20170804_145341_0243b.JPG,-25.7090,28.9951,2017-08-04,14:52:49,Ad,224,0
425,z20170804_145351_0244a.JPG,-25.7090,28.9951,2017-08-04,14:52:58,Ad,179,0
426,z20170804_145359_0245a.JPG,-25.7090,28.9951,2017-08-04,14:53:06,Ad,225,0
427,z20170804_145420_0246a.JPG,-25.7090,28.9951,2017-08-04,14:53:28,Ad,226,0
428,z20170804_145505_0248a.JPG,-25.7090,28.9952,2017-08-04,14:54:13,Jv,227,0
429,z20170804_145516_0250a.JPG,-25.7090,28.9951,2017-08-04,14:54:23,Ad,180,0
430,z20170804_145633_0251a.JPG,-25.7090,28.9951,2017-08-04,14:55:41,Ad,225,0
431,z20170804_145656_0252a.JPG,-25.7090,28.9951,2017-08-04,14:56:03,Ad,29,0
432,z20170804_145718_0253a.JPG,-25.7090,28.9951,2017-08-04,14:56:26,Ad,31,0
433,z20170804_145735_0254a.JPG,-25.7090,28.9951,2017-08-04,14:56:42,Ad,228,0
434,z20170804_150151_0257a.JPG,-25.7119,28.9901,2017-08-04,15:00:59,Ad,13,0
435,z20170804_150240_0259a.JPG,-25.7120,28.9901,2017-08-04,15:01:48,Ad,116,0
436,z20170804_150353_0260a.JPG,-25.7123,28.9896,2017-08-04,15:03:01,Ad,49,0
437,z20170804_150356_0261a.JPG,-25.7123,28.9896,2017-08-04,15:03:03,Ad,102,0
438,z20170804_150456_0263a.JPG,-25.7123,28.9894,2017-08-04,15:04:04,Ad,19,0
439,z20170804_150456_0263b.JPG,-25.7123,28.9894,2017-08-04,15:04:04,Ad,18,0
440,z20170804_150648_0264a.JPG,-25.7124,28.9892,2017-08-04,15:05:55,Ad,48,0
441,z20170804_150659_0265a.JPG,-25.7124,28.9892,2017-08-04,15:06:06,Ad,13,0
442,z20170804_150749_0266a.JPG,-25.7126,28.9888,2017-08-04,15:06:57,Ad,230,0
443,z20170804_150754_0268a.JPG,-25.7126,28.9888,2017-08-04,15:07:01,Ad,52,0
444,z20170804_150808_0271a.JPG,-25.7126,28.9888,2017-08-04,15:07:16,Ad,231,0
445,z20170804_150808_0271b.JPG,-25.7126,28.9888,2017-08-04,15:07:16,Ad,232,0
446,z20170804_150824_0272a.JPG,-25.7126,28.9888,2017-08-04,15:07:32,Ad,51,0
447,z20170804_150826_0273a.JPG,-25.7126,28.9888,2017-08-04,15:07:34,Jv,17,0
448,z20170804_150828_0274a.JPG,-25.7126,28.9888,2017-08-04,15:07:36,Ad,52,0
449,z20170804_151049_0275a.JPG,-25.7128,28.9883,2017-08-04,15:09:57,Ad,231,0
450,z20170806_074222_0003a.JPG,-25.6796,28.9492,2017-08-06,07:41:29,Ad,36,52
451,z20170806_074257_0005a.JPG,-25.6796,28.9492,2017-08-06,07:42:04,Jv,37,52
452,z20170806_074344_0006a.JPG,-25.6794,28.9485,2017-08-06,07:42:51,Ad,39,52
453,z20170806_080517_0025a.JPG,-25.6647,28.9640,2017-08-06,08:04:24,Ad,233,82
454,z20170806_110353_0101a.JPG,-25.6962,29.0539,2017-08-06,11:03:00,Ad,234,31
455,z20170806_110358_0102a.JPG,-25.6962,29.0539,2017-08-06,11:03:05,Ad,188,31
456,z20170806_111345_0118b.JPG,-25.6898,29.0561,2017-08-06,11:12:52,Ad,235,0
457,z20170806_111425_0120a.JPG,-25.6890,29.0564,2017-08-06,11:13:31,Jv,236,0
458,z20170806_111530_0121a.JPG,-25.6888,29.0564,2017-08-06,11:14:37,Ad,144,0
459,z20170806_111530_0121b.JPG,-25.6888,29.0564,2017-08-06,11:14:37,Ad,118,0
460,z20170806_111530_0121c.JPG,-25.6888,29.0564,2017-08-06,11:14:37,Jv,236,0
461,z20170806_112748_0131a.JPG,-25.6796,29.0436,2017-08-06,11:26:55,Jv,68,102
462,z20170806_112806_0134a.JPG,-25.6796,29.0436,2017-08-06,11:27:12,Ad,70,102
463,z20170806_113154_0138a.JPG,-25.6798,29.0411,2017-08-06,11:31:01,Ad,237,102
464,z20170806_113154_0138b.JPG,-25.6798,29.0411,2017-08-06,11:31:01,Ad,238,102
465,z20170806_113157_0139a.JPG,-25.6798,29.0411,2017-08-06,11:31:04,Ad,239,102
466,z20170806_113159_0140a.JPG,-25.6798,29.0411,2017-08-06,11:31:06,Ad,238,102
467,z20170806_113205_0141a.JPG,-25.6798,29.0411,2017-08-06,11:31:12,Ad,198,102
468,z20170806_113207_0142a.JPG,-25.6798,29.0411,2017-08-06,11:31:14,Ad,240,102
469,z20170806_113220_0143a.JPG,-25.6798,29.0411,2017-08-06,11:31:27,Ad,199,102
470,z20170806_113242_0145a.JPG,-25.6798,29.0411,2017-08-06,11:31:49,Ad,240,102
471,z20170806_113242_0145b.JPG,-25.6798,29.0411,2017-08-06,11:31:49,Ad,239,102
472,z20170806_113242_0145c.JPG,-25.6798,29.0411,2017-08-06,11:31:49,Ad,200,102
473,z20170806_113326_0147a.JPG,-25.6798,29.0411,2017-08-06,11:32:33,Ad,200,102
474,z20170806_113326_0147b.JPG,-25.6798,29.0411,2017-08-06,11:32:33,Ad,199,102
475,z20170806_113349_0148a.JPG,-25.6798,29.0411,2017-08-06,11:32:55,Ad,241,102
476,z20170806_113356_0150a.JPG,-25.6798,29.0411,2017-08-06,11:33:03,Ad,242,102
477,z20170806_123914_0159a.JPG,-25.6672,29.0203,2017-08-06,12:38:21,Ad,243,96
478,z20170806_125318_0174a.JPG,-25.6631,29.0163,2017-08-06,12:52:36,Ad,169,143
479,z20170806_131429_0204a.JPG,-25.6657,29.0070,2017-08-06,13:13:47,Ad,171,57
480,z20170806_134120_0231a.JPG,-25.6964,28.9944,2017-08-06,13:40:27,Ad,244,0
481,z20170806_134124_0232a.JPG,-25.6964,28.9944,2017-08-06,13:40:31,Ad,245,0
482,z20170806_134417_0235a.JPG,-25.6974,28.9928,2017-08-06,13:43:23,Ad,246,108
483,z20170806_134425_0236a.JPG,-25.6974,28.9928,2017-08-06,13:43:31,Ad,246,108
484,z20170806_140409_0243a.JPG,-25.7078,28.9993,2017-08-06,14:03:16,Ad,247,30
485,z20170806_140459_0244a.JPG,-25.7078,28.9993,2017-08-06,14:04:06,Ad,248,30
486,z20170806_140503_0245a.JPG,-25.7078,28.9994,2017-08-06,14:04:10,Jv,249,30
487,z20170806_140523_0246a.JPG,-25.7078,28.9993,2017-08-06,14:04:30,Ad,250,30
488,z20170806_140525_0247a.JPG,-25.7078,28.9993,2017-08-06,14:04:32,Ad,248,30
489,z20170806_140533_0248a.JPG,-25.7078,28.9993,2017-08-06,14:04:40,Ad,247,30
490,z20170806_140609_0250a.JPG,-25.7078,28.9993,2017-08-06,14:05:16,Ad,251,30
491,z20170806_140643_0252a.JPG,-25.7079,28.9993,2017-08-06,14:05:50,Ad,252,30
492,z20170806_140653_0253a.JPG,-25.7079,28.9993,2017-08-06,14:05:59,Ad,142,30
493,z20170806_140718_0255a.JPG,-25.7079,28.9993,2017-08-06,14:06:25,Ad,141,30
494,z20170806_140751_0256a.JPG,-25.7078,28.9993,2017-08-06,14:06:58,Jv,253,30
495,z20170806_140751_0256b.JPG,-25.7078,28.9993,2017-08-06,14:06:58,Ad,252,30
496,z20170806_140751_0256c.JPG,-25.7078,28.9993,2017-08-06,14:06:58,Ad,251,30
497,z20170806_140816_0257a.JPG,-25.7078,28.9993,2017-08-06,14:07:23,Ad,247,30
498,z20170806_140820_0258a.JPG,-25.7078,28.9993,2017-08-06,14:07:26,Jv,254,30
499,z20170806_140820_0258b.JPG,-25.7078,28.9993,2017-08-06,14:07:26,Ad,141,30
500,z20170806_140820_0258c.JPG,-25.7078,28.9993,2017-08-06,14:07:26,Ad,142,30
501,z20170806_140839_0260a.JPG,-25.7078,28.9993,2017-08-06,14:07:46,Ad,247,30
502,z20170806_140839_0260b.JPG,-25.7078,28.9993,2017-08-06,14:07:46,Jv,255,30
503,z20170806_140856_0261a.JPG,-25.7078,28.9993,2017-08-06,14:08:02,Ad,256,30
504,z20170806_142906_0281a.JPG,-25.7125,28.9891,2017-08-06,14:28:13,Ad,257,46
505,z20170806_143051_0282a.JPG,-25.7129,28.9883,2017-08-06,14:29:58,Ad,258,42
506,z20170806_143100_0285a.JPG,-25.7129,28.9883,2017-08-06,14:30:07,Ad,257,42
507,z20170806_143143_0286a.JPG,-25.7132,28.9878,2017-08-06,14:30:50,Ad,232,42
508,z20170806_143246_0288a.JPG,-25.7132,28.9878,2017-08-06,14:31:53,Ad,260,42
509,z20170806_143248_0289a.JPG,-25.7132,28.9878,2017-08-06,14:31:55,Ad,260,42
510,z20170806_143423_0290a.JPG,-25.7138,28.9870,2017-08-06,14:33:29,Ad,260,42
511,z20170807_085226_0046a.JPG,-25.7004,28.9334,2017-08-07,08:51:32,Ad,113,73
512,z20170807_085236_0047a.JPG,-25.7004,28.9335,2017-08-07,08:51:42,Ad,108,73
513,z20170807_085238_0048a.JPG,-25.7004,28.9335,2017-08-07,08:51:44,Ad,113,73
514,z20170807_085249_0049a.JPG,-25.7004,28.9335,2017-08-07,08:51:55,Ad,292,73
515,z20170807_085335_0052a.JPG,-25.7004,28.9334,2017-08-07,08:52:41,Ad,110,73
516,z20170807_085443_0054a.JPG,-25.7015,28.9325,2017-08-07,08:53:50,Ad,110,73
517,z20170807_085446_0055a.JPG,-25.7015,28.9325,2017-08-07,08:53:53,Ad,111,73
518,z20170807_085510_0057a.JPG,-25.7015,28.9325,2017-08-07,08:54:17,Jv,112,73
519,z20170807_085529_0059a.JPG,-25.7015,28.9325,2017-08-07,08:54:35,Ad,110,73
520,z20170807_091015_0062a.JPG,-25.7127,28.9501,2017-08-07,09:09:22,Ad,261,47
521,z20170807_091123_0065a.JPG,-25.7127,28.9506,2017-08-07,09:10:30,Ad,262,47
522,z20170807_091142_0068a.JPG,-25.7127,28.9507,2017-08-07,09:10:48,Ad,263,47
523,z20170807_094828_0086a.JPG,-25.7047,28.9867,2017-08-07,09:47:34,Ad,264,100
524,z20170807_094830_0087a.JPG,-25.7047,28.9867,2017-08-07,09:47:37,Ad,265,100
525,z20170807_101912_0089a.JPG,-25.7152,28.9837,2017-08-07,10:18:19,Ad,266,34
526,z20170807_102003_0090a.JPG,-25.7152,28.9838,2017-08-07,10:19:10,Ad,267,34
527,z20170807_102013_0091a.JPG,-25.7152,28.9838,2017-08-07,10:19:20,Ad,267,34
528,z20170807_102013_0091b.JPG,-25.7152,28.9838,2017-08-07,10:19:20,Ad,268,34
529,z20170807_102436_0092a.JPG,-25.7143,28.9876,2017-08-07,10:23:43,Ad,269,57
530,z20170807_105042_0112a.JPG,-25.7200,29.0015,2017-08-07,10:49:48,Ad,270,180
531,z20170807_105803_0126a.JPG,-25.7160,29.0069,2017-08-07,10:57:10,Ad,271,63
532,z20170807_105816_0127a.JPG,-25.7160,29.0069,2017-08-07,10:57:23,Ad,272,63
533,z20170807_105817_0128a.JPG,-25.7160,29.0069,2017-08-07,10:57:24,Ad,273,63
534,z20170807_105822_0129a.JPG,-25.7160,29.0069,2017-08-07,10:57:29,Ad,274,63
535,z20170807_105826_0130a.JPG,-25.7160,29.0069,2017-08-07,10:57:32,Ad,271,63
536,z20170807_110022_0134a.JPG,-25.7155,29.0075,2017-08-07,10:59:28,Ad,274,63
537,z20170807_110040_0135a.JPG,-25.7155,29.0075,2017-08-07,10:59:46,Ad,271,63
538,z20170807_113948_0163a.JPG,-25.6881,29.0564,2017-08-07,11:38:54,Ad,235,68
539,z20170807_113954_0166a.JPG,-25.6881,29.0564,2017-08-07,11:39:00,Ad,144,68
540,z20170807_113957_0167a.JPG,-25.6881,29.0564,2017-08-07,11:39:04,Jv,236,68
541,z20170807_114004_0168a.JPG,-25.6881,29.0563,2017-08-07,11:39:10,Ad,145,68
542,z20170807_114027_0169b.JPG,-25.6881,29.0564,2017-08-07,11:39:34,Jv,236,68
543,z20170807_114027_0169c.JPG,-25.6881,29.0564,2017-08-07,11:39:34,Ad,143,68
544,z20170807_114027_0169d.JPG,-25.6881,29.0564,2017-08-07,11:39:34,Ad,144,68
545,z20170807_114857_0179a.JPG,-25.6801,29.0485,2017-08-07,11:48:04,Ad,241,68
546,z20170807_115003_0182a.JPG,-25.6799,29.0481,2017-08-07,11:49:10,Ad,242,68
547,z20170807_115608_0190a.JPG,-25.6793,29.0456,2017-08-07,11:55:15,Ad,23,0
548,z20170807_115809_0194a.JPG,-25.6793,29.0456,2017-08-07,11:57:15,Ad,275,0
549,z20170807_115944_0197a.JPG,-25.6792,29.0439,2017-08-07,11:58:50,Ad,276,0
550,z20170807_115958_0198a.JPG,-25.6791,29.0439,2017-08-07,11:59:04,Ad,157,0
551,z20170807_120000_0200a.JPG,-25.6791,29.0439,2017-08-07,11:59:06,Ad,157,0
552,z20170807_124528_0209a.JPG,-25.6734,29.0303,2017-08-07,12:44:35,Ad,277,122
553,z20170807_125213_0221a.JPG,-25.6721,29.0279,2017-08-07,12:51:20,Ad,278,159
554,z20170807_125502_0225a.JPG,-25.6710,29.0257,2017-08-07,12:54:08,Ad,279,88
