"","EncID","PhotoFile","Ycoord","Xcoord","Date","Time","AgeCat","IndID","Distance","Xzeb","Yzeb"
"1",1,"z20170731_084105_0016a.JPG",-25.6802,28.951,2017-07-31,08:40:00,"Ad",1,192,28.9509,-25.6819
"2",2,"z20170731_104801_0033a.JPG",-25.7132,28.9612,2017-07-31,10:47:00,"Ad",2,193,28.9628,-25.7122
"3",3,"z20170731_104801_0033b.JPG",-25.7132,28.9612,2017-07-31,10:47:00,"Ad",3,193,28.9628,-25.7122
"4",4,"z20170731_104801_0033c.JPG",-25.7132,28.9612,2017-07-31,10:47:00,"Ad",4,193,28.9628,-25.7122
"5",5,"z20170731_104838_0035a.JPG",-25.7133,28.9612,2017-07-31,10:47:00,"Ad",3,193,28.9629,-25.7124
"6",6,"z20170731_105359_0040a.JPG",-25.7136,28.9629,2017-07-31,10:53:00,"Ad",2,89,28.9631,-25.7144
"7",7,"z20170731_105520_0047a.JPG",-25.7136,28.963,2017-07-31,10:54:00,"Ad",3,89,28.9631,-25.7144
"8",8,"z20170731_105520_0047b.JPG",-25.7136,28.963,2017-07-31,10:54:00,"Ad",4,89,28.9631,-25.7144
"9",9,"z20170731_105522_0048a.JPG",-25.7136,28.963,2017-07-31,10:54:00,"Ad",2,89,28.9631,-25.7144
"10",10,"z20170731_105522_0048b.JPG",-25.7136,28.963,2017-07-31,10:54:00,"Jv",5,89,28.9631,-25.7144
"11",11,"z20170731_105627_0051a.JPG",-25.7134,28.9637,2017-07-31,10:55:00,"Ad",3,89,28.964,-25.7142
"12",12,"z20170731_111339_0058a.JPG",-25.7009,28.9782,2017-07-31,11:12:00,"Ad",6,62,28.9785,-25.7016
"13",13,"z20170731_111339_0058b.JPG",-25.7009,28.9782,2017-07-31,11:12:00,"Ad",7,62,28.9785,-25.7016
"14",14,"z20170731_111340_0059a.JPG",-25.7009,28.9782,2017-07-31,11:12:00,"Ad",7,62,28.9785,-25.7016
"15",15,"z20170731_111340_0059b.JPG",-25.7009,28.9782,2017-07-31,11:12:00,"Ad",6,62,28.9785,-25.7016
"16",16,"z20170731_111340_0059c.JPG",-25.7009,28.9782,2017-07-31,11:12:00,"Ad",8,62,28.9785,-25.7016
"17",17,"z20170731_111340_0059d.JPG",-25.7009,28.9782,2017-07-31,11:12:00,"Ad",9,62,28.9785,-25.7016
"18",18,"z20170731_111340_0059e.JPG",-25.7009,28.9782,2017-07-31,11:12:00,"Ad",10,62,28.9785,-25.7016
"19",19,"z20170731_120905_0077a.JPG",-25.7131,28.988,2017-07-31,12:08:00,"Ad",11,37,28.9882,-25.7134
"20",20,"z20170731_121006_0082a.JPG",-25.7129,28.9883,2017-07-31,12:09:00,"Ad",12,37,28.9886,-25.7131
"21",21,"z20170731_121006_0082b.JPG",-25.7129,28.9883,2017-07-31,12:09:00,"Ad",13,37,28.9886,-25.7131
"22",22,"z20170731_121018_0084a.JPG",-25.7129,28.9883,2017-07-31,12:09:00,"Ad",14,37,28.9886,-25.7131
"23",23,"z20170731_121026_0085a.JPG",-25.7129,28.9883,2017-07-31,12:09:00,"Ad",15,37,28.9886,-25.7131
"24",24,"z20170731_121054_0087a.JPG",-25.7129,28.9883,2017-07-31,12:10:00,"Ad",13,37,28.9886,-25.7131
"25",25,"z20170731_121108_0088a.JPG",-25.7128,28.9884,2017-07-31,12:10:00,"Ad",12,37,28.9886,-25.7131
"26",26,"z20170731_121119_0089a.JPG",-25.7128,28.9884,2017-07-31,10:10:28,"Ad",14,37,28.9886,-25.7131
"27",27,"z20170731_121122_0090a.JPG",-25.7128,28.9884,2017-07-31,12:10:00,"Jv",16,37,28.9886,-25.7131
"28",28,"z20170731_121125_0091a.JPG",-25.7128,28.9884,2017-07-31,12:10:00,"Ad",15,37,28.9886,-25.7131
"29",29,"z20170731_121207_0095a.JPG",-25.7126,28.9888,2017-07-31,12:11:00,"Ad",15,37,28.989,-25.7129
"30",30,"z20170731_121303_0097a.JPG",-25.7123,28.9896,2017-07-31,12:12:00,"Jv",17,83,28.9891,-25.7117
"31",31,"z20170731_121356_0099a.JPG",-25.7122,28.9897,2017-07-31,12:13:00,"Jv",17,83,28.9892,-25.7116
"32",32,"z20170731_124641_0113a.JPG",-25.7155,29.0076,2017-07-31,12:45:00,"Ad",18,153,29.0086,-25.7165
"33",33,"z20170731_124649_0114a.JPG",-25.7155,29.0076,2017-07-31,12:45:00,"Ad",19,153,29.0086,-25.7165
"34",34,"z20170731_142203_0165a.JPG",-25.6803,29.0488,2017-07-31,14:21:00,"Ad",20,58,29.0485,-25.6808
"35",35,"z20170731_142527_0171a.JPG",-25.6797,29.0474,2017-07-31,14:24:00,"Jv",21,58,29.0472,-25.6803
"36",36,"z20170731_142527_0171b.JPG",-25.6797,29.0474,2017-07-31,14:24:00,"Ad",22,58,29.0472,-25.6803
"37",37,"z20170731_142527_0171c.JPG",-25.6797,29.0474,2017-07-31,14:24:00,"Ad",23,58,29.0472,-25.6803
"38",38,"z20170731_142527_0171d.JPG",-25.6797,29.0474,2017-07-31,14:24:00,"Ad",24,58,29.0472,-25.6803
"39",39,"z20170731_142657_0172a.JPG",-25.6792,29.045,2017-07-31,14:26:00,"Ad",25,171,29.0445,-25.6807
"40",40,"z20170731_142711_0175a.JPG",-25.6791,29.045,2017-07-31,14:26:00,"Jv",26,171,29.0445,-25.6807
"41",41,"z20170731_142711_0175b.JPG",-25.6791,29.045,2017-07-31,14:26:00,"Ad",27,171,29.0445,-25.6807
"42",42,"z20170731_143108_0178a.JPG",-25.6793,29.0438,2017-07-31,14:30:00,"Ad",396,171,29.0432,-25.6808
"43",43,"z20170731_143109_0179a.JPG",-25.6793,29.0438,2017-07-31,14:30:00,"Ad",28,171,29.0432,-25.6808
"44",44,"z20170731_143110_0180a.JPG",-25.6794,29.0438,2017-07-31,14:30:00,"Ad",25,171,29.0432,-25.6808
"45",45,"z20170731_143142_0183a.JPG",-25.6793,29.0438,2017-07-31,14:30:00,"Ad",28,171,29.0432,-25.6808
"46",46,"z20170731_143142_0183b.JPG",-25.6793,29.0438,2017-07-31,14:30:00,"Ad",25,171,29.0432,-25.6808
"47",47,"z20170731_151349_0195a.JPG",-25.7053,29.0037,2017-07-31,15:12:00,"Ad",29,40,29.0035,-25.7051
"48",48,"z20170731_151350_0196a.JPG",-25.7053,29.0037,2017-07-31,15:12:00,"Jv",30,40,29.0035,-25.7051
"49",49,"z20170731_151354_0197a.JPG",-25.7053,29.0037,2017-07-31,15:13:00,"Ad",31,40,29.0035,-25.7051
"50",50,"z20170731_151354_0197b.JPG",-25.7053,29.0037,2017-07-31,15:13:00,"Ad",29,40,29.0035,-25.7051
"51",51,"z20170731_151358_0198a.JPG",-25.7054,29.0037,2017-07-31,15:13:00,"Ad",32,40,29.0035,-25.7051
"52",52,"z20170731_151406_0199a.JPG",-25.7054,29.0037,2017-07-31,15:13:00,"Ad",31,40,29.0035,-25.7051
"53",53,"z20170731_151406_0199b.JPG",-25.7054,29.0037,2017-07-31,15:13:00,"Ad",29,40,29.0035,-25.7051
"54",54,"z20170731_151426_0200a.JPG",-25.7054,29.0037,2017-07-31,15:13:00,"Ad",31,40,29.0035,-25.7051
"55",55,"z20170801_073359_0001a.JPG",-25.6988,28.9487,2017-08-01,07:35:00,"Ad",33,61,28.9483,-25.6983
"56",56,"z20170801_073414_0003a.JPG",-25.6988,28.9487,2017-08-01,07:35:00,"Ad",34,61,28.9483,-25.6983
"57",57,"z20170801_073636_0005a.JPG",-25.6988,28.9487,2017-08-01,07:35:00,"Ad",34,61,28.9483,-25.6983
"58",58,"z20170801_073745_0006a.JPG",-25.6988,28.9487,2017-08-01,07:36:00,"Ad",35,61,28.9483,-25.6983
"59",59,"z20170801_085546_0022a.JPG",-25.6948,28.9425,2017-08-01,08:54:00,"Ad",34,0,28.9425,-25.6948
"60",60,"z20170801_085554_0024a.JPG",-25.6948,28.9425,2017-08-01,08:55:00,"Ad",33,0,28.9425,-25.6948
"61",61,"z20170801_085554_0024b.JPG",-25.6948,28.9425,2017-08-01,08:55:00,"Ad",34,0,28.9425,-25.6948
"62",62,"z20170801_090230_0027a.JPG",-25.6965,28.941,2017-08-01,09:01:00,"Ad",36,150,28.9399,-25.6956
"63",63,"z20170801_090232_0028a.JPG",-25.6965,28.941,2017-08-01,09:01:00,"Jv",37,150,28.9399,-25.6956
"64",64,"z20170801_090232_0028b.JPG",-25.6965,28.941,2017-08-01,09:01:00,"Jv",38,150,28.9399,-25.6956
"65",65,"z20170801_090234_0029a.JPG",-25.6965,28.941,2017-08-01,09:01:00,"Ad",39,150,28.9399,-25.6956
"66",66,"z20170801_090234_0029b.JPG",-25.6965,28.941,2017-08-01,09:01:00,"Jv",37,150,28.9399,-25.6956
"67",67,"z20170801_090234_0029c.JPG",-25.6965,28.941,2017-08-01,09:01:00,"Jv",38,150,28.9399,-25.6956
"68",68,"z20170801_090251_0030b.JPG",-25.6965,28.941,2017-08-01,09:02:00,"Jv",38,150,28.9399,-25.6956
"69",69,"z20170801_090251_0030c.JPG",-25.6965,28.941,2017-08-01,09:02:00,"Jv",37,150,28.9399,-25.6956
"70",70,"z20170801_090305_0031a.JPG",-25.6965,28.941,2017-08-01,09:02:00,"Jv",38,150,28.9399,-25.6956
"71",71,"z20170801_090305_0031b.JPG",-25.6965,28.941,2017-08-01,09:02:00,"Ad",40,150,28.9399,-25.6956
"72",72,"z20170801_090305_0031c.JPG",-25.6965,28.941,2017-08-01,09:02:00,"Jv",37,150,28.9399,-25.6956
"73",73,"z20170801_090313_0032a.JPG",-25.6966,28.941,2017-08-01,09:02:00,"Jv",38,150,28.9399,-25.6956
"74",74,"z20170801_090313_0032b.JPG",-25.6966,28.941,2017-08-01,09:02:00,"Ad",39,150,28.9399,-25.6956
"75",75,"z20170801_090313_0032c.JPG",-25.6966,28.941,2017-08-01,09:02:00,"Jv",37,150,28.9399,-25.6956
"76",76,"z20170801_090313_0032d.JPG",-25.6966,28.941,2017-08-01,09:02:00,"Ad",36,150,28.9399,-25.6956
"77",77,"z20170801_090402_0033a.JPG",-25.6966,28.941,2017-08-01,09:03:00,"Jv",38,150,28.9399,-25.6956
"78",78,"z20170801_090427_0034a.JPG",-25.6965,28.941,2017-08-01,09:03:00,"Jv",41,150,28.9399,-25.6956
"79",79,"z20170801_090427_0034b.JPG",-25.6965,28.941,2017-08-01,09:03:00,"Ad",1,150,28.9399,-25.6956
"80",80,"z20170801_093826_0038a.JPG",-25.7138,28.9616,2017-08-01,09:37:00,"Ad",43,106,28.9622,-25.7129
"81",81,"z20170801_093942_0041a.JPG",-25.7138,28.9617,2017-08-01,09:38:00,"Ad",44,106,28.9622,-25.7129
"82",82,"z20170801_094014_0042a.JPG",-25.7138,28.9616,2017-08-01,09:39:00,"Ad",45,106,28.9622,-25.7129
"83",83,"z20170801_094108_0046a.JPG",-25.7138,28.9616,2017-08-01,09:40:00,"Ad",45,0,28.9616,-25.7138
"84",84,"z20170801_104008_0047a.JPG",-25.7124,28.9892,2017-08-01,10:39:00,"Ad",13,0,28.9892,-25.7124
"85",85,"z20170801_104022_0048a.JPG",-25.7123,28.9892,2017-08-01,10:39:00,"Ad",46,0,28.9892,-25.7123
"86",86,"z20170801_104024_0049a.JPG",-25.7123,28.9892,2017-08-01,10:39:00,"Ad",47,0,28.9892,-25.7123
"87",87,"z20170801_104051_0051a.JPG",-25.7124,28.9892,2017-08-01,10:39:00,"Ad",15,0,28.9892,-25.7124
"88",88,"z20170801_104115_0052a.JPG",-25.7124,28.9892,2017-08-01,10:40:00,"Ad",15,0,28.9892,-25.7124
"89",89,"z20170801_104115_0052b.JPG",-25.7124,28.9892,2017-08-01,10:40:00,"Ad",48,0,28.9892,-25.7124
"90",90,"z20170801_104138_0053a.JPG",-25.7124,28.9892,2017-08-01,10:40:00,"Ad",13,0,28.9892,-25.7124
"91",91,"z20170801_104138_0053b.JPG",-25.7124,28.9892,2017-08-01,10:40:00,"Ad",12,0,28.9892,-25.7124
"92",92,"z20170801_104151_0054a.JPG",-25.7124,28.9892,2017-08-01,10:41:00,"Ad",14,0,28.9892,-25.7124
"93",93,"z20170801_104151_0054b.JPG",-25.7124,28.9892,2017-08-01,10:41:00,"Jv",16,0,28.9892,-25.7124
"94",94,"z20170801_104208_0055a.JPG",-25.7124,28.9892,2017-08-01,10:41:00,"Ad",102,0,28.9892,-25.7124
"95",95,"z20170801_104208_0055b.JPG",-25.7124,28.9892,2017-08-01,10:41:00,"Ad",49,0,28.9892,-25.7124
"96",96,"z20170801_104247_0056a.JPG",-25.7122,28.9896,2017-08-01,10:41:00,"Ad",50,0,28.9896,-25.7122
"97",97,"z20170801_104255_0057a.JPG",-25.7122,28.9896,2017-08-01,10:42:00,"Ad",46,0,28.9896,-25.7122
"98",98,"z20170801_104303_0058a.JPG",-25.7122,28.9896,2017-08-01,10:42:00,"Jv",17,0,28.9896,-25.7122
"99",99,"z20170801_104318_0059a.JPG",-25.7123,28.9896,2017-08-01,10:42:00,"Ad",51,0,28.9896,-25.7123
"100",100,"z20170801_104423_0060a.JPG",-25.7119,28.9901,2017-08-01,10:43:00,"Ad",52,0,28.9901,-25.7119
"101",101,"z20170801_104423_0060b.JPG",-25.7119,28.9901,2017-08-01,10:43:00,"Ad",47,0,28.9901,-25.7119
"102",102,"z20170801_104423_0060c.JPG",-25.7119,28.9901,2017-08-01,10:43:00,"Ad",53,0,28.9901,-25.7119
"103",103,"z20170801_104423_0060f.JPG",-25.7119,28.9901,2017-08-01,10:43:00,"Ad",54,0,28.9901,-25.7119
"104",104,"z20170801_104423_0060g.JPG",-25.7119,28.9901,2017-08-01,10:43:00,"Ad",19,0,28.9901,-25.7119
"105",105,"z20170801_104423_0060h.JPG",-25.7119,28.9901,2017-08-01,10:43:00,"Ad",56,0,28.9901,-25.7119
"106",106,"z20170801_104427_0061a.JPG",-25.7119,28.9901,2017-08-01,10:43:00,"Ad",19,0,28.9901,-25.7119
"107",107,"z20170801_104430_0062a.JPG",-25.712,28.9901,2017-08-01,10:43:00,"Ad",53,0,28.9901,-25.712
"108",108,"z20170801_104430_0062b.JPG",-25.712,28.9901,2017-08-01,10:43:00,"Ad",57,0,28.9901,-25.712
"109",109,"z20170801_104430_0062c.JPG",-25.712,28.9901,2017-08-01,10:43:00,"Jv",58,0,28.9901,-25.712
"110",110,"z20170801_104430_0062d.JPG",-25.712,28.9901,2017-08-01,10:43:00,"Ad",54,0,28.9901,-25.712
"111",111,"z20170801_104432_0063a.JPG",-25.712,28.9901,2017-08-01,10:43:00,"Ad",47,0,28.9901,-25.712
"112",112,"z20170801_104432_0063b.JPG",-25.712,28.9901,2017-08-01,10:43:00,"Ad",53,0,28.9901,-25.712
"113",113,"z20170801_111705_0074a.JPG",-25.723,28.9979,2017-08-01,11:16:00,"Ad",59,172,28.9963,-25.7226
"114",114,"z20170801_114249_0085a.JPG",-25.7064,29.019,2017-08-01,11:41:00,"Ad",60,0,29.019,-25.7064
"115",115,"z20170801_114249_0085b.JPG",-25.7064,29.019,2017-08-01,11:41:00,"Ad",61,0,29.019,-25.7064
"116",116,"z20170801_114318_0086a.JPG",-25.7064,29.0191,2017-08-01,11:42:00,"Ad",62,0,29.0191,-25.7064
"117",117,"z20170801_114345_0087a.JPG",-25.7064,29.0191,2017-08-01,11:42:00,"Ad",60,0,29.0191,-25.7064
"118",118,"z20170801_125536_0115a.JPG",-25.6802,29.0485,2017-08-01,12:54:00,"Ad",24,125,29.048,-25.6812
"119",119,"z20170801_125536_0115b.JPG",-25.6802,29.0485,2017-08-01,12:54:00,"Ad",184,125,29.048,-25.6812
"120",120,"z20170801_125536_0115c.JPG",-25.6802,29.0485,2017-08-01,12:54:00,"Ad",63,125,29.048,-25.6812
"121",121,"z20170801_125536_0115d.JPG",-25.6802,29.0485,2017-08-01,12:54:00,"Ad",64,125,29.048,-25.6812
"122",122,"z20170801_125539_0116a.JPG",-25.6802,29.0485,2017-08-01,12:54:00,"Ad",63,125,29.048,-25.6812
"123",123,"z20170801_125539_0116b.JPG",-25.6802,29.0485,2017-08-01,12:54:00,"Jv",65,125,29.048,-25.6812
"124",124,"z20170801_125539_0116c.JPG",-25.6802,29.0485,2017-08-01,12:54:00,"Ad",64,125,29.048,-25.6812
"125",125,"z20170801_125558_0117a.JPG",-25.6802,29.0485,2017-08-01,12:55:00,"Ad",24,125,29.048,-25.6812
"126",126,"z20170801_125558_0117b.JPG",-25.6802,29.0485,2017-08-01,12:55:00,"Ad",63,125,29.048,-25.6812
"127",127,"z20170801_125558_0117c.JPG",-25.6802,29.0485,2017-08-01,12:55:00,"Ad",64,125,29.048,-25.6812
"128",128,"z20170801_125558_0117d.JPG",-25.6802,29.0485,2017-08-01,12:55:00,"Ad",64,125,29.048,-25.6812
"129",129,"z20170801_130211_0124a.JPG",-25.6791,29.0449,2017-08-01,13:01:00,"Ad",66,0,29.0449,-25.6791
"130",130,"z20170801_130536_0132a.JPG",-25.679,29.0443,2017-08-01,13:04:00,"Jv",67,0,29.0443,-25.679
"131",131,"z20170801_130538_0133a.JPG",-25.679,29.0443,2017-08-01,13:04:00,"Jv",68,0,29.0443,-25.679
"132",132,"z20170801_130553_0134a.JPG",-25.6791,29.0443,2017-08-01,13:05:00,"Ad",69,0,29.0443,-25.6791
"133",133,"z20170801_130553_0134b.JPG",-25.6791,29.0443,2017-08-01,13:05:00,"Jv",67,0,29.0443,-25.6791
"134",134,"z20170801_130634_0135b.JPG",-25.6793,29.0439,2017-08-01,13:05:00,"Ad",70,0,29.0439,-25.6793
"135",135,"z20170801_130643_0136a.JPG",-25.6793,29.0439,2017-08-01,13:05:00,"Ad",71,0,29.0439,-25.6793
"136",136,"z20170801_132332_0142a.JPG",-25.6679,29.0209,2017-08-01,13:22:00,"Ad",72,51,29.0207,-25.6682
"137",137,"z20170801_132342_0143a.JPG",-25.6678,29.0209,2017-08-01,13:22:00,"Ad",73,51,29.0207,-25.6682
"138",138,"z20170801_132342_0143b.JPG",-25.6678,29.0209,2017-08-01,13:22:00,"Ad",74,51,29.0207,-25.6682
"139",139,"z20170801_132410_0144a.JPG",-25.6678,29.021,2017-08-01,13:23:00,"Ad",72,51,29.0207,-25.6682
"140",140,"z20170801_132410_0144b.JPG",-25.6678,29.021,2017-08-01,13:23:00,"Ad",73,51,29.0207,-25.6682
"141",141,"z20170801_132737_0146a.JPG",-25.6662,29.0191,2017-08-01,13:26:00,"Ad",75,92,29.0185,-25.6668
"142",142,"z20170801_133759_0148a.JPG",-25.6597,29.0108,2017-08-01,13:37:00,"Ad",76,0,29.0108,-25.6597
"143",143,"z20170801_133801_0149a.JPG",-25.6597,29.0108,2017-08-01,13:37:00,"Ad",77,0,29.0108,-25.6597
"144",144,"z20170801_133817_0150a.JPG",-25.6597,29.0108,2017-08-01,13:37:00,"Ad",78,0,29.0108,-25.6597
"145",145,"z20170801_133817_0150b.JPG",-25.6597,29.0108,2017-08-01,13:37:00,"Jv",79,0,29.0108,-25.6597
"146",146,"z20170801_133817_0150c.JPG",-25.6597,29.0108,2017-08-01,13:37:00,"Ad",80,0,29.0108,-25.6597
"147",147,"z20170801_133817_0150d.JPG",-25.6597,29.0108,2017-08-01,13:37:00,"Ad",81,0,29.0108,-25.6597
"148",148,"z20170801_133817_0150e.JPG",-25.6597,29.0108,2017-08-01,13:37:00,"Ad",82,0,29.0108,-25.6597
"149",149,"z20170801_134023_0152a.JPG",-25.6597,29.0108,2017-08-01,13:39:00,"Ad",83,0,29.0108,-25.6597
"150",150,"z20170801_134023_0152b.JPG",-25.6597,29.0108,2017-08-01,13:39:00,"Ad",84,0,29.0108,-25.6597
"151",151,"z20170801_134023_0152c.JPG",-25.6597,29.0108,2017-08-01,13:39:00,"Ad",85,0,29.0108,-25.6597
"152",152,"z20170801_134023_0152d.JPG",-25.6597,29.0108,2017-08-01,13:39:00,"Ad",86,0,29.0108,-25.6597
"153",153,"z20170801_134025_0153a.JPG",-25.6597,29.0108,2017-08-01,13:39:00,"Ad",86,0,29.0108,-25.6597
"154",154,"z20170801_134025_0153c.JPG",-25.6597,29.0108,2017-08-01,13:39:00,"Ad",80,0,29.0108,-25.6597
"155",155,"z20170801_134025_0153d.JPG",-25.6597,29.0108,2017-08-01,13:39:00,"Ad",87,0,29.0108,-25.6597
"156",156,"z20170801_134025_0153e.JPG",-25.6597,29.0108,2017-08-01,13:39:00,"Ad",81,0,29.0108,-25.6597
"157",157,"z20170801_134025_0153f.JPG",-25.6597,29.0108,2017-08-01,13:39:00,"Ad",82,0,29.0108,-25.6597
"158",158,"z20170801_134025_0153g.JPG",-25.6597,29.0108,2017-08-01,13:39:00,"Ad",78,0,29.0108,-25.6597
"159",159,"z20170801_134250_0156a.JPG",-25.6603,29.0087,2017-08-01,13:41:00,"Ad",88,0,29.0087,-25.6603
"160",160,"z20170801_134259_0157a.JPG",-25.6603,29.0087,2017-08-01,13:42:00,"Ad",89,0,29.0087,-25.6603
"161",161,"z20170801_134259_0157b.JPG",-25.6603,29.0087,2017-08-01,13:42:00,"Ad",90,0,29.0087,-25.6603
"162",162,"z20170801_134325_0159a.JPG",-25.6603,29.0087,2017-08-01,13:42:00,"Ad",76,0,29.0087,-25.6603
"163",163,"z20170801_134419_0162a.JPG",-25.6603,29.0087,2017-08-01,13:43:00,"Ad",80,0,29.0087,-25.6603
"164",164,"z20170801_134419_0162b.JPG",-25.6603,29.0087,2017-08-01,13:43:00,"Ad",86,0,29.0087,-25.6603
"165",165,"z20170801_134419_0162c.JPG",-25.6603,29.0087,2017-08-01,13:43:00,"Jv",79,0,29.0087,-25.6603
"166",166,"z20170801_134419_0162d.JPG",-25.6603,29.0087,2017-08-01,13:43:00,"Ad",85,0,29.0087,-25.6603
"167",167,"z20170801_134421_0163a.JPG",-25.6603,29.0087,2017-08-01,13:43:00,"Ad",85,0,29.0087,-25.6603
"168",168,"z20170801_134425_0164a.JPG",-25.6603,29.0087,2017-08-01,13:43:00,"Jv",79,0,29.0087,-25.6603
"169",169,"z20170801_134426_0165a.JPG",-25.6603,29.0087,2017-08-01,13:43:00,"Ad",86,0,29.0087,-25.6603
"170",170,"z20170801_134427_0166a.JPG",-25.6603,29.0087,2017-08-01,13:43:00,"Ad",80,0,29.0087,-25.6603
"171",171,"z20170801_134919_0167a.JPG",-25.666,29.0064,2017-08-01,13:48:00,"Ad",91,45,29.006,-25.6658
"172",172,"z20170801_135034_0169a.JPG",-25.666,29.0064,2017-08-01,13:49:00,"Ad",92,45,29.006,-25.6658
"173",173,"z20170801_135213_0170a.JPG",-25.6668,29.0061,2017-08-01,13:51:00,"Ad",93,0,29.0061,-25.6668
"174",174,"z20170801_135214_0171a.JPG",-25.6668,29.0061,2017-08-01,13:51:00,"Ad",94,0,29.0061,-25.6668
"175",175,"z20170801_135218_0172a.JPG",-25.6668,29.0061,2017-08-01,13:51:00,"Jv",95,0,29.0061,-25.6668
"176",176,"z20170801_135218_0172b.JPG",-25.6668,29.0061,2017-08-01,13:51:00,"Ad",94,0,29.0061,-25.6668
"177",177,"z20170801_135337_0179a.JPG",-25.667,29.0061,2017-08-01,13:52:00,"Ad",96,0,29.0061,-25.667
"178",178,"z20170801_135339_0180a.JPG",-25.667,29.0061,2017-08-01,13:52:00,"Ad",97,0,29.0061,-25.667
"179",179,"z20170801_135339_0180b.JPG",-25.667,29.0061,2017-08-01,13:52:00,"Ad",96,0,29.0061,-25.667
"180",180,"z20170801_135345_0181a.JPG",-25.667,29.0061,2017-08-01,13:52:00,"Ad",98,0,29.0061,-25.667
"181",181,"z20170801_142220_0192a.JPG",-25.6908,29.0028,2017-08-01,14:21:00,"Ad",99,0,29.0028,-25.6908
"182",182,"z20170801_142251_0198a.JPG",-25.6908,29.0028,2017-08-01,14:21:00,"Ad",100,0,29.0028,-25.6908
"183",183,"z20170801_151057_0209a.JPG",-25.7099,28.9924,2017-08-01,15:10:00,"Ad",32,187,28.9941,-25.7094
"184",184,"z20170801_151223_0214a.JPG",-25.71,28.9923,2017-08-01,15:11:00,"Ad",54,187,28.9941,-25.7094
"185",185,"z20170801_151223_0214b.JPG",-25.71,28.9923,2017-08-01,15:11:00,"Ad",57,187,28.9941,-25.7094
"186",186,"z20170802_073031_0008a.JPG",-25.7015,28.9464,2017-08-02,07:29:00,"Ad",103,60,28.9469,-25.7012
"187",187,"z20170802_073034_0009a.JPG",-25.7015,28.9464,2017-08-02,07:29:00,"Ad",104,60,28.9469,-25.7012
"188",188,"z20170802_073034_0009b.JPG",-25.7015,28.9464,2017-08-02,07:29:00,"Ad",105,60,28.9469,-25.7012
"189",189,"z20170802_073037_0010a.JPG",-25.7015,28.9464,2017-08-02,07:29:00,"Jv",106,60,28.9469,-25.7012
"190",190,"z20170802_073044_0011a.JPG",-25.7015,28.9464,2017-08-02,07:29:00,"Ad",107,60,28.9469,-25.7012
"191",191,"z20170802_073309_0012a.JPG",-25.7014,28.9463,2017-08-02,07:32:00,"Ad",108,123,28.9475,-25.7011
"192",192,"z20170802_073309_0012b.JPG",-25.7014,28.9463,2017-08-02,07:32:00,"Jv",109,123,28.9475,-25.7011
"193",193,"z20170802_073309_0012c.JPG",-25.7014,28.9463,2017-08-02,07:32:00,"Ad",110,123,28.9475,-25.7011
"194",194,"z20170802_073309_0012d.JPG",-25.7014,28.9463,2017-08-02,07:32:00,"Ad",111,123,28.9475,-25.7011
"195",195,"z20170802_073457_0015a.JPG",-25.7015,28.9464,2017-08-02,07:34:00,"Ad",111,123,28.9475,-25.7011
"196",196,"z20170802_073457_0015b.JPG",-25.7015,28.9464,2017-08-02,07:34:00,"Jv",112,123,28.9475,-25.7011
"197",197,"z20170802_073508_0016a.JPG",-25.7015,28.9464,2017-08-02,07:34:00,"Jv",109,123,28.9475,-25.7011
"198",198,"z20170802_073730_0019a.JPG",-25.7002,28.9469,2017-08-02,07:36:00,"Jv",183,81,28.9469,-25.6995
"199",199,"z20170802_073730_0019b.JPG",-25.7002,28.9469,2017-08-02,07:36:00,"Ad",113,81,28.9469,-25.6995
"200",200,"z20170802_073730_0019c.JPG",-25.7002,28.9469,2017-08-02,07:36:00,"Jv",114,81,28.9469,-25.6995
"201",201,"z20170802_102009_0036a.JPG",-25.7132,28.9877,2017-08-02,10:19:00,"Ad",14,98,28.9872,-25.7124
"202",202,"z20170802_102315_0038b.JPG",-25.7133,28.9877,2017-08-02,10:22:00,"Ad",115,98,28.9872,-25.7124
"203",203,"z20170802_102357_0040a.JPG",-25.713,28.9881,2017-08-02,10:23:00,"Ad",116,98,28.9876,-25.7123
"204",204,"z20170802_110311_0054a.JPG",-25.7107,29.0191,2017-08-02,11:02:00,"Ad",117,0,29.0191,-25.7107
"205",205,"z20170802_110429_0057a.JPG",-25.7107,29.019,2017-08-02,11:03:00,"Ad",60,0,29.019,-25.7107
"206",206,"z20170802_113906_0064a.JPG",-25.69,29.056,2017-08-02,11:38:00,"Ad",118,170,29.0545,-25.6893
"207",207,"z20170802_115058_0072a.JPG",-25.6818,29.0514,2017-08-02,11:50:00,"Ad",119,64,29.0512,-25.6823
"208",208,"z20170802_115433_0073b.JPG",-25.6814,29.0508,2017-08-02,11:53:00,"Ad",120,195,29.0499,-25.683
"209",209,"z20170802_120810_0084a.JPG",-25.6792,29.0451,2017-08-02,12:07:00,"Ad",71,69,29.0452,-25.6786
"210",210,"z20170802_120846_0085a.JPG",-25.6791,29.0448,2017-08-02,12:07:00,"Ad",121,69,29.0452,-25.6786
"211",211,"z20170802_124900_0087a.JPG",-25.6693,29.0233,2017-08-02,12:48:00,"Ad",72,134,29.0226,-25.6703
"212",212,"z20170802_124907_0088a.JPG",-25.6692,29.0233,2017-08-02,12:48:00,"Ad",74,134,29.0226,-25.6703
