"","EncID","PhotoFile","Ycoord","Xcoord","Date","Time","AgeCat","IndID","Distance","Xzeb","Yzeb"
"770",772,"z20170810_110948_0530a.JPG",-25.7062,29.0132,2017-08-10,11:08:52,"Jv",371,23,29.0134,-25.7062
"771",773,"z20170810_110959_0531a.JPG",-25.7062,29.0132,2017-08-10,11:09:04,"Ad",372,23,29.0134,-25.7062
"772",774,"z20170810_111002_0533a.JPG",-25.7062,29.0132,2017-08-10,11:09:07,"Ad",373,23,29.0134,-25.7062
"773",775,"z20170810_111010_0534a.JPG",-25.7062,29.0131,2017-08-10,11:09:15,"Jv",371,23,29.0134,-25.7062
"774",776,"z20170810_111012_0535a.JPG",-25.7062,29.0131,2017-08-10,11:09:17,"Ad",374,23,29.0134,-25.7062
"775",777,"z20170810_111024_0536a.JPG",-25.7062,29.0131,2017-08-10,11:09:29,"Ad",369,23,29.0134,-25.7062
"776",778,"z20170810_111024_0536b.JPG",-25.7062,29.0131,2017-08-10,11:09:29,"Ad",375,23,29.0134,-25.7062
"777",779,"z20170810_111208_0539a.JPG",-25.7054,29.0129,2017-08-10,11:11:13,"Ad",376,23,29.0131,-25.7053
"778",780,"z20170810_111216_0540a.JPG",-25.7054,29.0129,2017-08-10,11:11:21,"Ad",377,23,29.0131,-25.7053
"779",781,"z20170810_111823_0549a.JPG",-25.7066,29.0133,2017-08-10,11:17:28,"Ad",378,36,29.0129,-25.7067
"780",782,"z20170810_111900_0550a.JPG",-25.7066,29.0133,2017-08-10,11:18:05,"Ad",378,36,29.0129,-25.7067
"781",783,"z20170810_111908_0551a.JPG",-25.7066,29.0133,2017-08-10,11:18:13,"Ad",373,36,29.0129,-25.7067
"782",784,"z20170810_122211_0585a.JPG",-25.6919,29.0582,2017-08-10,12:21:17,"Ad",145,111,29.0582,-25.6909
"783",785,"z20170810_122444_0590a.JPG",-25.6919,29.0601,2017-08-10,12:23:49,"Ad",187,66,29.0601,-25.6913
"784",786,"z20170810_124418_0622a.JPG",-25.6798,29.0478,2017-08-10,12:43:23,"Ad",379,0,29.0478,-25.6798
"785",787,"z20170810_124720_0625a.JPG",-25.6796,29.0467,2017-08-10,12:46:25,"Jv",167,0,29.0467,-25.6796
"786",788,"z20170810_124730_0627a.JPG",-25.6796,29.0467,2017-08-10,12:46:35,"Ad",123,0,29.0467,-25.6796
"787",789,"z20170810_134137_0646a.JPG",-25.6681,29.0212,2017-08-10,13:40:42,"Ad",380,173,29.0205,-25.6694
"788",790,"z20170810_134346_0649a.JPG",-25.6675,29.0207,2017-08-10,13:42:51,"Ad",381,71,29.0211,-25.667
"789",791,"z20170810_134604_0650a.JPG",-25.6671,29.0202,2017-08-10,13:45:09,"Ad",382,35,29.0204,-25.6669
"790",792,"z20170810_134704_0652a.JPG",-25.6671,29.0202,2017-08-10,13:46:09,"Ad",383,76,29.0207,-25.6667
"791",793,"z20170810_134938_0653a.JPG",-25.6662,29.0191,2017-08-10,13:48:43,"Ad",384,25,29.019,-25.6663
"792",794,"z20170810_134939_0654a.JPG",-25.6662,29.0191,2017-08-10,13:48:45,"Ad",385,25,29.019,-25.6663
"793",795,"z20170810_135329_0658a.JPG",-25.6653,29.0182,2017-08-10,13:52:34,"Ad",90,25,29.0183,-25.6652
"794",796,"z20170810_140110_0660a.JPG",-25.6594,29.0116,2017-08-10,14:00:16,"Ad",82,0,29.0116,-25.6594
"795",797,"z20170810_140139_0661a.JPG",-25.6595,29.0113,2017-08-10,14:00:44,"Ad",356,0,29.0113,-25.6595
"796",798,"z20170810_140217_0663a.JPG",-25.6596,29.0111,2017-08-10,14:01:22,"Ad",169,0,29.0111,-25.6596
"797",799,"z20170810_140314_0664a.JPG",-25.6596,29.011,2017-08-10,14:02:19,"Jv",79,0,29.011,-25.6596
"798",800,"z20170810_140332_0666a.JPG",-25.6596,29.011,2017-08-10,14:02:37,"Jv",357,0,29.011,-25.6596
"799",801,"z20170810_140440_0670a.JPG",-25.6597,29.0104,2017-08-10,14:03:45,"Ad",78,0,29.0104,-25.6597
"800",802,"z20170810_140443_0671a.JPG",-25.6597,29.0104,2017-08-10,14:03:48,"Ad",81,0,29.0104,-25.6597
"801",803,"z20170810_140956_0675a.JPG",-25.6617,29.0085,2017-08-10,14:09:01,"Ad",128,77,29.0092,-25.6614
"802",804,"z20170810_141122_0677a.JPG",-25.6617,29.0085,2017-08-10,14:10:27,"Ad",130,77,29.0092,-25.6614
"803",805,"z20170810_142835_0684a.JPG",-25.6871,29.0088,2017-08-10,14:27:40,"Ad",386,93,29.0093,-25.6878
"804",806,"z20170810_142839_0686a.JPG",-25.6871,29.0088,2017-08-10,14:27:44,"Ad",387,93,29.0093,-25.6878
"805",807,"z20170810_142839_0686b.JPG",-25.6871,29.0088,2017-08-10,14:27:44,"Ad",388,93,29.0093,-25.6878
"806",808,"z20170810_142851_0687a.JPG",-25.6871,29.0088,2017-08-10,14:27:56,"Jv",389,93,29.0093,-25.6878
"807",809,"z20170810_142852_0688a.JPG",-25.6871,29.0088,2017-08-10,14:27:57,"Ad",386,93,29.0093,-25.6878
"808",810,"z20170810_144356_0694a.JPG",-25.7042,28.9992,2017-08-10,14:43:01,"Ad",390,37,28.9994,-25.7045
"809",811,"z20170810_144542_0697a.JPG",-25.7039,28.9997,2017-08-10,14:44:47,"Ad",391,37,28.9997,-25.7043
"810",812,"z20170810_144546_0698a.JPG",-25.7039,28.9997,2017-08-10,14:44:50,"Ad",392,37,28.9997,-25.7043
"811",813,"z20170810_144702_0700a.JPG",-25.7043,29.0011,2017-08-10,14:46:07,"Ad",393,62,29.0011,-25.7049
"812",814,"z20170810_145244_0701a.JPG",-25.7058,29.0031,2017-08-10,14:51:49,"Ad",394,106,29.0037,-25.7066
"813",815,"z20170810_145251_0704a.JPG",-25.7058,29.0031,2017-08-10,14:51:56,"Ad",395,106,29.0037,-25.7066
"814",816,"z20170810_145831_0707a.JPG",-25.7087,28.9963,2017-08-10,12:57:36,"Ad",217,0,28.9963,-25.7087
"815",817,"z20170810_150607_0712a.JPG",-25.7112,28.9915,2017-08-10,15:05:12,"Ad",51,70,28.9918,-25.7118
"816",818,"z20170810_150609_0713a.JPG",-25.7112,28.9914,2017-08-10,15:05:14,"Ad",52,70,28.9918,-25.7118
"817",819,"z20170810_150830_0714a.JPG",-25.7117,28.9905,2017-08-10,15:07:35,"Ad",363,62,28.9902,-25.7112
"818",820,"z20170810_150835_0715a.JPG",-25.7117,28.9905,2017-08-10,15:07:40,"Ad",361,62,28.9902,-25.7112
"819",821,"z20170810_150956_0717a.JPG",-25.7117,28.9905,2017-08-10,15:09:01,"Ad",230,62,28.9902,-25.7112
"820",822,"z20170810_151017_0718a.JPG",-25.7117,28.9905,2017-08-10,15:09:22,"Ad",362,62,28.9902,-25.7112
"821",823,"z20170810_151109_0720a.JPG",-25.7117,28.9905,2017-08-10,15:10:00,"Ad",230,62,28.9902,-25.7112
